KEYWORDS, BEST,GOOD,BAD,EACH WORD ,BETA %%
improvement,1,0,2,33.333333333333336,1.14
breakeven,2,1,4,42.857142857142854,100
targets,0,0,3,000.0,100
approximately,0,0,8,000.0,0.34
anticipates,0,0,2,000.0,100
ebit,2,0,4,33.333333333333336,100
before,0,0,6,000.0,100
items,0,0,6,000.0,100
grow,1,2,2,060.0,2.96
800m,0,0,2,000.0,100
900m,0,0,2,000.0,100
aims,0,0,2,000.0,100
free,1,1,6,025.0,0.6
reach,1,2,5,037.5,0.58
minus,1,0,2,33.333333333333336,100
150m,0,0,2,000.0,100
turnaround,0,0,2,000.0,100
clear,0,0,2,000.0,100
path,0,0,2,000.0,100
goals,2,0,3,040.0,7.66
objective,0,0,4,000.0,100
ebitda,2,2,5,44.44444444444444,1.14
double,0,1,7,012.5,0.34
750m,0,0,2,000.0,100
denso,0,2,1,66.66666666666667,100
world,0,3,5,037.5,1.76
automobile,0,2,1,66.66666666666667,100
virtualization,0,2,1,66.66666666666667,100
enables,0,4,1,080.0,0.81
vehicle,0,4,5,44.44444444444444,1.89
approve,0,2,2,050.0,100
manf,5,8,2,86.66666666666667,100
animal,1,3,0,100.0,2.49
retinal,2,4,0,100.0,100
damage,1,2,0,100.0,100
cdnf,1,2,0,100.0,100
biosciences,2,11,8,61.904761904761905,3.18
edward,1,1,0,100.0,100
cbio,2,3,1,83.33333333333333,100
mammoth,0,4,3,57.142857142857146,1.18
diamond,0,2,2,050.0,-551.2
tenoriba,0,2,1,66.66666666666667,100
chihuahua,0,2,1,66.66666666666667,100
mobiquity,0,1,1,050.0,100
enhances,0,1,2,33.333333333333336,100
locational,0,1,1,050.0,100
aggdata,0,1,1,050.0,100
mobq,0,1,1,050.0,100
seacor,0,2,3,040.0,100
vista,0,1,2,33.333333333333336,100
tanker,0,1,2,33.333333333333336,100
capstone,1,2,2,060.0,-0.33
onshore,1,1,1,66.66666666666667,100
operation,2,1,1,075.0,0.72
cpst,1,2,2,060.0,-0.33
scoped,0,0,3,000.0,100
phased,0,0,3,000.0,100
build,0,0,5,000.0,1.84
releases,1,2,1,075.0,100
connector,0,2,1,66.66666666666667,100
visibility,0,3,2,060.0,-1.0
victory,0,1,1,050.0,100
square,0,1,3,025.0,0.89
founder,0,0,1,000.0,100
halford,0,0,1,000.0,100
thompson,0,0,1,000.0,100
advisor,0,2,2,050.0,1.7
blockchain,3,11,25,35.8974358974359,1.49
traded,0,0,1,000.0,100
callminer,0,1,2,33.333333333333336,100
take,0,2,2,050.0,1.45
contact,0,1,2,33.333333333333336,100
voice,0,1,2,33.333333333333336,100
programs,0,2,5,28.571428571428573,-0.05
level,0,2,3,040.0,-0.47
voip,0,2,1,66.66666666666667,100
discusses,0,2,0,100.0,100
parent,0,2,0,100.0,100
vplm,0,2,1,66.66666666666667,100
strongbridge,1,0,1,050.0,100
biopharma,2,1,5,037.5,0.99
sbbp,1,0,1,050.0,100
result,1,0,4,020.0,1.91
migalastat,1,2,3,050.0,1.26
fabry,1,2,3,050.0,1.26
fold,1,4,4,55.55555555555556,1.26
microbot,0,1,2,33.333333333333336,100
tipcat,0,1,2,33.333333333333336,100
mbot,0,1,2,33.333333333333336,100
neonatal,0,1,2,33.333333333333336,100
phototherapy,0,1,2,33.333333333333336,100
internet,1,2,5,037.5,1.83
things,0,4,6,040.0,0.2
christopher,0,1,2,33.333333333333336,100
esposito,0,1,2,33.333333333333336,100
talks,0,1,2,33.333333333333336,100
about,0,3,2,060.0,3.44
saas,0,1,2,33.333333333333336,100
personalized,0,1,2,33.333333333333336,100
ptop,0,1,2,33.333333333333336,100
combiner,0,2,1,66.66666666666667,100
simpler,0,2,1,66.66666666666667,100
solar,0,7,2,77.77777777777777,22.16
installations,0,2,2,050.0,1.76
enph,0,2,1,66.66666666666667,100
cellectar,0,1,1,050.0,100
cancers,1,3,2,66.66666666666667,1.83
clrb,0,1,1,050.0,100
alkermes,0,1,2,33.333333333333336,100
january,8,48,62,47.45762711864407,0.79
aurora,0,2,1,66.66666666666667,100
multimedia,0,2,1,66.66666666666667,100
transceivers,0,2,1,66.66666666666667,100
blueriver,0,2,2,050.0,1.62
incorporate,0,2,1,66.66666666666667,100
dante,0,2,1,66.66666666666667,100
audio,0,2,1,66.66666666666667,100
allied,0,2,1,66.66666666666667,100
universal,0,2,1,66.66666666666667,100
kona,0,0,1,000.0,100
carolina,0,0,1,000.0,100
places,0,0,1,000.0,100
hemp,1,3,4,050.0,-2.89
drink,0,0,1,000.0,100
kgkg,0,0,1,000.0,100
mantra,1,0,0,100.0,100
name,1,0,4,020.0,100
sgsi,1,0,0,100.0,100
feasibility,0,2,3,040.0,100
lynn,0,1,2,33.333333333333336,100
warehouse,1,3,1,080.0,100
rising,1,2,3,050.0,1.19
adoption,0,2,1,66.66666666666667,100
boost,0,2,1,66.66666666666667,100
sphere,0,2,1,66.66666666666667,100
matters,0,2,1,66.66666666666667,100
approved,0,2,3,040.0,100
quicklogic,0,3,1,075.0,100
mentor,0,2,1,66.66666666666667,100
environment,1,2,1,075.0,100
efpga,0,3,2,060.0,1.68
quik,0,3,1,075.0,100
precipio,0,4,1,080.0,0.73
novel,0,6,4,060.0,4.79
cytogenetics,0,1,1,050.0,100
prpo,0,5,1,83.33333333333333,0.73
leidos,0,2,1,66.66666666666667,100
securitymatters,0,2,1,66.66666666666667,100
passive,0,2,1,66.66666666666667,100
threats,0,2,1,66.66666666666667,100
rockwell,0,2,1,66.66666666666667,100
comercializadora,0,2,1,66.66666666666667,100
biorenal,0,2,1,66.66666666666667,100
commercialize,0,4,2,66.66666666666667,1.68
triferic,0,2,1,66.66666666666667,100
chile,0,2,1,66.66666666666667,100
rmti,0,2,1,66.66666666666667,100
horizon,1,1,4,33.333333333333336,0.72
executes,1,1,3,040.0,1.19
123wish,1,0,2,33.333333333333336,100
ohgi,1,0,2,33.333333333333336,100
wildflower,0,1,3,025.0,0.95
advancedmd,0,2,1,66.66666666666667,100
frontrunners,0,2,1,66.66666666666667,100
distribute,0,1,2,33.333333333333336,100
korea,0,1,2,33.333333333333336,100
bthe,0,1,2,33.333333333333336,100
grand,1,0,3,025.0,1.1
restaurant,1,0,3,025.0,1.1
nears,1,2,0,100.0,100
upgrade,1,2,0,100.0,100
emerita,0,1,1,050.0,100
upsizing,0,1,1,050.0,100
riley,1,1,0,100.0,100
rily,1,1,0,100.0,100
intelgenx,0,1,0,100.0,100
montelukast,0,1,0,100.0,100
versafilm,0,1,0,100.0,100
mild,0,1,0,100.0,100
moderate,0,1,1,050.0,1.66
networknewswire,2,1,4,42.857142857142854,2.22
options,3,3,5,54.54545454545455,0.63
locations,1,0,0,100.0,100
nikaza,1,0,0,100.0,100
location,1,0,1,050.0,100
dloc,1,0,0,100.0,100
ikang,2,2,1,080.0,0.2
kang,2,2,1,080.0,0.2
tesaro,0,0,2,000.0,100
availability,0,1,5,16.666666666666668,1.07
zejula,0,0,2,000.0,100
niraparib,0,0,2,000.0,100
women,0,1,3,025.0,0.85
recurrent,0,0,2,000.0,100
ovarian,0,1,3,025.0,100
tsro,0,0,2,000.0,100
kratos,0,4,4,050.0,2.87
unmanned,0,3,4,42.857142857142854,2.87
aerial,0,3,3,050.0,2.87
electronic,2,0,2,050.0,7.66
ktos,0,4,4,050.0,2.87
ohrp,0,1,2,33.333333333333336,1.12
unitil,0,1,1,050.0,100
money,1,1,2,050.0,1.72
mentioned,0,0,1,000.0,100
marathon,0,0,2,000.0,100
hive,0,1,1,050.0,100
hersha,0,2,1,66.66666666666667,-1.0
azores,0,2,0,100.0,100
a321neo,0,2,0,100.0,100
shiftpixy,0,0,3,000.0,-1.0
pixy,0,0,3,000.0,-1.0
avinger,0,0,6,000.0,-0.22
waiver,0,0,3,000.0,1.05
consent,0,1,2,33.333333333333336,100
avgr,0,0,6,000.0,-0.22
chefs,1,1,0,100.0,100
chef,1,1,0,100.0,100
blood,0,3,2,060.0,100
spero,0,0,2,000.0,100
3q17,0,1,2,33.333333333333336,100
spro,0,0,2,000.0,100
laureate,0,2,1,66.66666666666667,-1.0
institution,0,2,0,100.0,100
affinity,0,2,0,100.0,100
laur,0,2,1,66.66666666666667,-1.0
aclaris,0,1,2,33.333333333333336,1.4
eskata,0,0,2,000.0,100
hydrogen,0,0,2,000.0,100
peroxide,0,0,2,000.0,100
raised,0,1,3,025.0,100
seborrheic,0,0,2,000.0,100
keratoses,0,0,2,000.0,100
acrs,0,1,2,33.333333333333336,1.4
tetraphase,0,2,3,040.0,3.38
added,0,3,1,075.0,-1.0
biotechnology,0,2,0,100.0,100
ttph,0,2,3,040.0,3.38
ultragenyx,0,1,1,050.0,100
kyowa,0,1,0,100.0,100
kirin,0,1,0,100.0,100
burosumab,0,1,0,100.0,100
chmp,0,1,0,100.0,100
opinion,0,1,0,100.0,100
linked,1,2,0,100.0,100
hypophosphatemia,0,1,0,100.0,100
children,0,2,3,040.0,-0.32
cbtx,0,4,0,100.0,100
concurrent,0,0,2,000.0,1.98
stockholders,0,2,5,28.571428571428573,1.01
content,1,2,3,050.0,0.93
vecima,0,0,1,000.0,100
ccur,0,0,1,000.0,100
eplus,0,1,0,100.0,100
becomes,0,1,0,100.0,100
appdynamics,0,1,0,100.0,100
bankers,0,4,1,080.0,100
cobalt,0,2,1,66.66666666666667,1.73
teekay,0,0,3,000.0,100
units,0,3,3,050.0,0.07
wright,0,1,2,33.333333333333336,1.3
imascap,0,1,1,050.0,100
wmgi,0,1,1,050.0,100
achieves,0,1,1,050.0,100
efficiency,0,4,1,080.0,2.81
case,1,3,3,57.142857142857146,1.16
core,1,4,5,050.0,1.76
engineering,1,2,3,050.0,-1.0
expedites,0,1,1,050.0,100
days,0,1,1,050.0,100
safe,1,0,0,100.0,100
bulkers,1,0,0,100.0,100
panamax,1,0,0,100.0,100
gsvc,0,0,4,000.0,-1.0
biodelivery,0,3,0,100.0,1.07
reacquires,0,1,0,100.0,100
onsolis,0,1,0,100.0,100
bdsi,0,3,0,100.0,1.07
inventiv,0,1,1,050.0,1.09
synh,0,1,1,050.0,1.09
wabash,0,2,1,66.66666666666667,2.28
mile,0,1,0,100.0,100
boom,1,0,0,100.0,100
ford,0,0,1,000.0,100
spending,0,1,1,050.0,100
cubesmart,0,2,0,100.0,100
cube,0,2,0,100.0,100
grace,0,2,3,040.0,100
polyolefin,0,1,1,050.0,100
catalysts,0,1,1,050.0,100
heidelbergcement,0,1,1,050.0,100
german,0,1,2,33.333333333333336,2.29
calcium,0,1,1,050.0,100
silicate,0,1,1,050.0,100
unit,1,7,4,66.66666666666667,1.66
materials,1,2,2,060.0,1.6
amat,0,2,0,100.0,100
leave,1,0,0,100.0,100
hunter,2,0,0,100.0,100
harrison,2,0,0,100.0,100
nevada,0,0,2,000.0,-1.99
casinos,0,0,3,000.0,0.72
host,0,2,2,050.0,1.04
mesoblast,0,0,4,000.0,100
tigenix,0,1,4,020.0,1.87
adipose,0,0,2,000.0,100
mesenchymal,0,0,2,000.0,100
stem,1,0,2,33.333333333333336,1.43
cells,0,0,2,000.0,100
local,0,0,2,000.0,100
fistulae,0,0,2,000.0,100
esperion,0,2,0,100.0,100
jeffrey,0,2,0,100.0,100
berkowitz,0,2,0,100.0,100
espr,0,2,0,100.0,100
effortless,0,1,0,100.0,100
franchising,0,1,0,100.0,100
franchiseasy,0,1,0,100.0,100
wpcs,0,0,6,000.0,1.67
enerflex,0,1,1,050.0,100
unsecured,1,1,3,040.0,1.63
island,1,0,3,025.0,-0.72
lined,0,0,2,000.0,100
hihi,0,0,2,000.0,100
snack,1,1,0,100.0,-1.0
foods,1,1,1,66.66666666666667,-1.0
jjsf,1,0,0,100.0,100
reliq,0,4,3,57.142857142857146,1.45
subscriber,0,2,1,66.66666666666667,0.8
voluntarily,0,1,1,050.0,100
june,0,1,1,050.0,100
eight,2,1,5,037.5,100
catheter,0,2,0,100.0,100
ablation,0,2,0,100.0,100
2026,0,5,1,83.33333333333333,1.44
transparency,0,2,0,100.0,100
rally,1,0,1,050.0,100
bryn,1,0,0,100.0,100
mawr,1,0,0,100.0,100
royal,1,0,0,100.0,100
pennsylvania,1,0,0,100.0,100
bmtc,1,0,0,100.0,100
yale,0,2,0,100.0,-0.47
attachment,0,1,0,100.0,100
trucks,0,1,0,100.0,100
balchem,0,1,1,050.0,100
bcpc,0,1,1,050.0,100
raflatac,0,1,1,050.0,100
italy,0,1,1,050.0,100
sample,0,3,1,075.0,2.05
book,0,1,1,050.0,100
wine,0,1,1,050.0,100
spirits,0,1,1,050.0,100
beverage,0,3,2,060.0,0.85
labels,0,1,1,050.0,100
inspired,0,1,1,050.0,100
surfaces,0,1,1,050.0,100
ronin,0,0,4,000.0,1.49
abacus,0,2,3,040.0,100
review,0,3,4,42.857142857142854,0.76
ajax,0,1,1,050.0,100
oxford,1,4,8,38.46153846153846,3.18
aerospace,1,0,1,050.0,100
defense,1,2,1,075.0,2.87
delta,0,1,1,050.0,100
texas,1,3,8,33.333333333333336,0.33
scottish,0,1,1,050.0,100
rite,0,1,1,050.0,100
adjournment,0,0,2,000.0,1.67
cmfn,0,0,1,000.0,100
classified,0,0,1,000.0,100
capitalization,0,0,1,000.0,100
excitepcr,0,0,1,000.0,100
player,0,1,1,050.0,0.75
molecular,0,0,4,000.0,1.44
bimobject,0,2,0,100.0,100
correction,0,2,1,66.66666666666667,-0.4
among,0,1,0,100.0,100
fastest,0,1,0,100.0,100
xpresspa,0,0,4,000.0,0.27
dermalogica,0,0,1,000.0,100
introduce,0,0,1,000.0,100
skin,0,1,1,050.0,100
xspa,0,0,3,000.0,0.27
biotech,2,11,26,33.333333333333336,1.83
showcase,1,11,25,32.432432432432435,0.97
acceleration,0,1,0,100.0,100
2679d,0,1,0,100.0,100
isu304,0,1,0,100.0,100
individuals,0,1,0,100.0,100
roncador,0,0,1,000.0,100
field,1,3,3,57.142857142857146,4.79
advances,0,0,1,000.0,100
petrobras,0,0,1,000.0,100
pdxp,2,0,0,100.0,1.83
tradestation,0,0,2,000.0,100
futures,0,0,1,000.0,100
8698,0,0,2,000.0,100
westwater,0,0,1,000.0,100
geophysical,0,1,2,33.333333333333336,0.75
exploration,0,4,5,44.44444444444444,0.75
planning,0,1,1,050.0,1.0
rica,0,0,1,000.0,100
claimsfiler,0,2,1,66.66666666666667,100
osis,0,1,0,100.0,100
architectural,1,0,1,050.0,0.54
building,1,1,4,33.333333333333336,1.13
team,1,5,4,060.0,2.1
cielo,1,0,0,100.0,100
pgus,2,1,1,075.0,100
belbuca,0,2,0,100.0,1.07
2032,0,1,0,100.0,100
dropcar,0,0,1,000.0,100
damara,0,1,0,100.0,100
terminate,0,1,0,100.0,100
option,4,9,6,68.42105263157895,-1.0
kinaskan,0,2,0,100.0,0.97
immunotec,0,2,1,66.66666666666667,0.08
qiagen,0,1,0,100.0,100
settle,0,1,0,100.0,100
oxfd,0,2,1,66.66666666666667,0.08
evermount,0,0,1,000.0,100
starcore,0,0,1,000.0,100
grenville,0,1,0,100.0,100
royalty,0,1,0,100.0,100
boardwalktech,0,1,0,100.0,100
pioneer,0,1,1,050.0,0.49
relations,0,1,0,100.0,100
bonus,0,2,2,050.0,0.77
banc,0,1,0,100.0,100
bancorp,2,6,10,44.44444444444444,1.1
kirkland,0,0,2,000.0,0.54
taylor,0,0,2,000.0,0.96
philanthropic,0,0,1,000.0,100
georgia,0,1,2,33.333333333333336,0.92
aquarium,0,0,1,000.0,100
remoxy,1,1,1,66.66666666666667,1.63
ptie,1,1,1,66.66666666666667,1.63
cannagrow,0,0,1,000.0,100
surpassed,0,0,1,000.0,100
licensed,0,2,3,040.0,0.27
grower,0,0,1,000.0,100
buffalo,0,0,1,000.0,100
ranch,0,0,1,000.0,100
cgrw,0,0,1,000.0,100
strata,0,1,0,100.0,100
alternatives,0,1,1,050.0,2.3
sskn,0,1,0,100.0,100
nova,0,1,3,025.0,100
lifestyle,0,1,3,025.0,100
others,0,1,0,100.0,100
vegas,0,2,0,100.0,0.11
nvfy,0,1,3,025.0,100
conversion,0,1,0,100.0,100
cloudcommerce,0,0,1,000.0,100
parscale,0,0,2,000.0,100
produces,0,0,1,000.0,100
bigroad,0,0,1,000.0,100
hours,0,0,1,000.0,100
compliance,1,1,2,050.0,0.16
sees,0,0,1,000.0,100
jump,0,0,1,000.0,100
campaign,0,3,5,037.5,-0.39
icui,0,0,1,000.0,100
zosano,0,1,2,33.333333333333336,-1.0
resignation,0,1,2,33.333333333333336,100
bruce,0,0,1,000.0,100
steel,0,3,6,33.333333333333336,2.47
zsan,0,1,2,33.333333333333336,-1.0
verso,0,1,0,100.0,100
neophotonics,0,1,0,100.0,100
axogen,0,0,1,000.0,100
avance,0,0,1,000.0,100
graft,0,0,2,000.0,100
recipient,0,0,1,000.0,100
selected,0,0,1,000.0,100
donate,0,0,1,000.0,100
parade,0,0,1,000.0,100
float,0,0,1,000.0,100
axgn,0,0,1,000.0,100
underwriters,2,0,3,040.0,-1.0
beauty,0,0,2,000.0,0.81
acumen,0,0,1,000.0,100
consulting,1,4,5,050.0,0.83
gran,1,0,0,100.0,100
tierra,1,0,0,100.0,100
energies,0,1,0,100.0,100
specialist,0,1,0,100.0,100
apollon,0,1,0,100.0,100
stonemor,0,0,1,000.0,100
issues,1,1,3,040.0,1.24
ston,0,0,1,000.0,100
hancock,0,2,1,66.66666666666667,1.06
acquiring,0,1,0,100.0,100
hbhc,0,1,0,100.0,100
utstarcom,0,1,0,100.0,100
india,1,1,1,66.66666666666667,-1.0
utsi,0,1,0,100.0,100
gaming,0,2,0,100.0,100
leisure,0,1,0,100.0,100
accommodate,0,1,1,050.0,-1.0
pinnacle,0,1,0,100.0,100
entertainment,1,3,5,44.44444444444444,1.24
penn,0,1,0,100.0,100
glpi,0,1,0,100.0,100
single,1,2,5,037.5,2.05
idiq,0,0,1,000.0,100
samumed,0,0,1,000.0,100
sm04690,0,0,1,000.0,100
degenerative,0,0,1,000.0,100
disc,0,1,1,050.0,100
beigene,1,4,1,83.33333333333333,0.31
parp,0,1,0,100.0,100
pamiparib,0,1,0,100.0,100
bgne,1,4,1,83.33333333333333,0.31
aduro,1,0,4,020.0,-1.0
bion,0,0,1,000.0,100
1301,0,0,1,000.0,100
april,1,0,3,025.0,100
antibody,1,4,2,71.42857142857143,0.31
myeloma,0,0,1,000.0,100
adro,1,0,4,020.0,-1.0
appliance,0,1,0,100.0,100
grows,0,1,1,050.0,-0.18
according,0,1,1,050.0,-1.0
dell,0,1,0,100.0,100
upgrades,0,0,1,000.0,100
petrojarl,0,0,1,000.0,100
fpso,0,0,1,000.0,100
securityholders,0,1,0,100.0,100
vote,0,1,1,050.0,0.76
favour,0,1,0,100.0,100
arrangement,0,1,0,100.0,100
viemed,0,1,0,100.0,100
roper,0,1,0,100.0,100
25th,0,1,0,100.0,100
mara,0,0,1,000.0,100
shell,0,0,1,000.0,100
region,0,1,1,050.0,0.34
hudson,0,1,0,100.0,100
divestitures,0,1,0,100.0,100
hson,0,1,0,100.0,100
priority,0,0,1,000.0,100
voucher,0,0,1,000.0,100
uniqure,0,0,1,000.0,100
severe,0,0,1,000.0,100
qure,0,0,1,000.0,100
tinto,0,2,0,100.0,100
nation,0,1,0,100.0,100
skywest,0,1,0,100.0,100
amerprise,0,1,0,100.0,100
stratabound,1,0,0,100.0,100
culvert,1,0,0,100.0,100
yukon,1,0,0,100.0,100
marrone,0,3,3,050.0,-0.24
innovations,0,1,3,025.0,-0.24
mbii,0,1,3,025.0,-0.24
deciphera,0,1,0,100.0,100
russell,0,3,0,100.0,-1.0
2000,0,2,0,100.0,-1.0
dcph,0,1,0,100.0,100
oregon,0,3,1,075.0,1.31
target,0,2,2,050.0,0.42
geovax,1,0,4,020.0,2.02
conduct,1,0,0,100.0,100
partnering,1,1,0,100.0,1.89
meetings,1,0,1,050.0,1.52
govx,1,0,4,020.0,2.02
innovest,0,2,2,050.0,-3.12
accomplishments,0,1,1,050.0,-2.89
ivst,0,2,2,050.0,-3.12
verffentlicht,1,0,0,100.0,100
peilt,1,1,0,100.0,100
umsatzwachstum,2,1,0,100.0,100
weitere,1,1,0,100.0,100
verbesserungen,1,1,0,100.0,100
beim,3,2,0,100.0,100
gewinn,1,1,0,100.0,100
freien,3,1,0,100.0,100
cashflow,4,1,0,100.0,100
wird,3,0,0,100.0,100
angestrebt,1,0,0,100.0,100
erwartet,1,0,0,100.0,100
dass,1,0,0,100.0,100
sonderfaktoren,3,0,0,100.0,100
steigen,1,0,0,100.0,100
freie,1,0,0,100.0,100
soll,2,0,0,100.0,100
verbessert,1,0,0,100.0,100
werden,2,0,0,100.0,100
erreicht,1,0,0,100.0,100
sanierungsplan,1,0,0,100.0,100
erreichen,1,0,0,100.0,100
finanziellen,1,0,0,100.0,100
ziele,1,0,0,100.0,100
verluft,1,0,0,100.0,100
planmig,1,0,0,100.0,100
ziel,2,0,0,100.0,100
nchsten,1,0,0,100.0,100
drei,1,0,0,100.0,100
jahre,1,0,0,100.0,100
umsatz,1,0,0,100.0,100
steigern,1,0,0,100.0,100
mehr,1,0,0,100.0,100
verdoppeln,1,0,0,100.0,100
jahr,1,0,0,100.0,100
liegt,1,0,0,100.0,100
bereich,1,0,0,100.0,100
kemet,0,1,1,050.0,4.42
32535,0,1,0,100.0,100
levels,1,1,1,66.66666666666667,-0.7
upsize,0,1,0,100.0,100
genesis,2,2,4,050.0,0.61
wisekey,0,1,0,100.0,100
promote,0,1,0,100.0,100
wisecoin,0,1,0,100.0,100
advertising,0,1,3,025.0,0.99
tokenize,0,1,0,100.0,100
consumer,0,2,1,66.66666666666667,0.54
attention,0,1,0,100.0,100
wihn,0,1,0,100.0,100
aida,0,1,0,100.0,100
james,0,1,0,100.0,100
hyland,0,1,0,100.0,100
robin,0,1,0,100.0,100
tolbert,0,1,0,100.0,100
ffentlicht,0,1,0,100.0,100
diana,1,0,3,025.0,3.81
containerships,1,0,1,050.0,3.81
dcix,1,0,1,050.0,3.81
reed,4,0,4,050.0,0.16
john,0,1,2,33.333333333333336,0.99
bello,0,0,1,000.0,100
intention,0,0,2,000.0,0.88
rights,1,1,3,040.0,0.98
oceanfirst,0,2,1,66.66666666666667,-1.0
ocfc,0,1,0,100.0,100
madrigal,0,2,0,100.0,-0.08
mdgl,0,2,0,100.0,-0.08
saleen,0,1,0,100.0,100
brings,0,3,1,075.0,100
supercar,0,1,0,100.0,100
1300,0,1,0,100.0,100
mans,0,1,0,100.0,100
edition,0,1,0,100.0,100
slnn,0,1,0,100.0,100
saying,0,1,0,100.0,100
this,0,1,0,100.0,100
junior,0,1,0,100.0,100
miner,0,1,0,100.0,100
wyndham,0,1,0,100.0,100
honeywell,0,1,0,100.0,100
cadence,0,1,0,100.0,100
thor,0,1,0,100.0,100
kopin,0,1,0,100.0,100
primerica,0,1,0,100.0,100
tankers,0,1,1,050.0,1.45
athenahealth,0,0,1,000.0,100
athn,0,0,1,000.0,100
caretrust,0,1,4,020.0,0.24
ctre,0,1,0,100.0,100
advantis,0,0,2,000.0,-1.99
records,0,0,2,000.0,-26.81
throughout,0,1,1,050.0,1.44
advt,0,0,2,000.0,-1.99
memorialcare,0,1,0,100.0,100
joint,4,3,7,050.0,0.28
accessible,0,1,0,100.0,100
imaging,0,5,1,83.33333333333333,-1.0
serving,0,2,2,050.0,100
orange,0,1,0,100.0,100
counties,0,1,0,100.0,100
jinhua,0,0,1,000.0,100
hznp,0,1,1,050.0,0.72
agrium,0,3,0,100.0,100
potashcorp,0,3,0,100.0,100
eligible,0,3,0,100.0,100
resident,0,3,0,100.0,100
half,2,2,1,080.0,1.76
work,2,1,1,075.0,1.76
allete,0,0,3,000.0,100
ultimate,0,0,3,000.0,100
dish,0,0,3,000.0,100
valmont,0,0,3,000.0,100
vuzix,0,0,3,000.0,100
combine,0,1,2,33.333333333333336,100
valued,0,1,5,16.666666666666668,0.84
critical,0,0,5,000.0,0.33
outcome,0,0,3,000.0,100
pharmacodynamic,0,0,1,000.0,100
signals,0,0,1,000.0,100
dose,0,0,2,000.0,100
escalation,0,0,1,000.0,100
coti,0,0,3,000.0,100
gynecological,0,0,1,000.0,100
malignancies,0,0,1,000.0,100
establishes,0,0,1,000.0,100
recommended,0,0,3,000.0,100
safety,3,1,1,080.0,-1.0
pharmacokinetic,1,0,2,33.333333333333336,-0.32
belvedere,0,0,3,000.0,100
administration,1,4,1,83.33333333333333,100
anticoagulant,0,2,1,66.66666666666667,100
bevyxxa,0,2,1,66.66666666666667,100
tidewater,0,2,1,66.66666666666667,100
mitek,0,2,3,040.0,-1.0
predictions,0,1,2,33.333333333333336,100
fraud,0,1,2,33.333333333333336,100
identity,0,2,2,050.0,100
verification,0,1,2,33.333333333333336,100
mitk,0,1,3,025.0,0.49
extraction,1,2,1,075.0,-1.0
expense,1,2,0,100.0,100
egain,1,0,1,050.0,100
salesforce,1,0,1,050.0,100
egan,1,0,1,050.0,100
dolphin,0,1,2,33.333333333333336,100
tale,0,1,2,33.333333333333336,100
movies,0,1,2,33.333333333333336,100
kids,0,1,2,33.333333333333336,100
fiery,0,2,1,66.66666666666667,100
konica,0,2,1,66.66666666666667,100
minolta,0,2,1,66.66666666666667,100
bizhub,0,2,1,66.66666666666667,100
c759,0,2,1,66.66666666666667,100
c659,0,2,1,66.66666666666667,100
mfps,0,2,1,66.66666666666667,100
efii,0,2,1,66.66666666666667,100
snipp,0,1,1,050.0,100
loyalcoin,0,1,1,050.0,100
mimecast,0,1,2,33.333333333333336,100
ward,0,1,2,33.333333333333336,100
polarityte,0,2,1,66.66666666666667,100
polarity,0,2,1,66.66666666666667,100
skinte,0,2,1,66.66666666666667,100
platforms,0,4,1,080.0,100
cool,0,2,1,66.66666666666667,100
commercehub,0,1,2,33.333333333333336,-1.0
fluor,0,2,1,66.66666666666667,100
teradyne,0,2,1,66.66666666666667,100
luminex,0,2,1,66.66666666666667,100
carey,0,2,1,66.66666666666667,100
fuels,0,1,0,100.0,100
overwatchid,0,1,0,100.0,100
funding,0,1,1,050.0,1.11
round,0,1,0,100.0,100
saexploration,0,2,1,66.66666666666667,100
saex,0,2,1,66.66666666666667,100
twitter,0,1,1,050.0,100
campbell,0,1,1,050.0,100
charts,1,1,1,66.66666666666667,0.84
info,1,1,2,050.0,1.59
pantheris,0,0,4,000.0,-0.22
guided,0,0,3,000.0,100
atherectomy,0,0,3,000.0,100
opiant,0,1,1,050.0,100
narcan,0,1,1,050.0,100
nasal,1,2,1,075.0,1.63
spray,0,1,1,050.0,100
overdose,0,1,1,050.0,100
opnt,0,1,1,050.0,100
speed,2,0,4,33.333333333333336,100
train,2,2,5,44.44444444444444,-1.0
trains,2,0,5,28.571428571428573,1.76
crh1a,1,0,2,33.333333333333336,100
ordered,1,0,2,33.333333333333336,100
february,5,8,15,46.42857142857143,2.13
already,1,0,3,025.0,1.76
capacity,1,0,2,33.333333333333336,100
cematrix,0,3,0,100.0,100
lennox,0,1,2,33.333333333333336,100
compass,0,1,2,33.333333333333336,100
itron,0,1,2,33.333333333333336,100
southwest,0,1,0,100.0,100
cswc,0,1,0,100.0,100
hagens,0,0,3,000.0,100
berman,0,0,3,000.0,100
trivago,0,0,3,000.0,100
regulator,0,0,3,000.0,100
investigation,0,0,3,000.0,100
cambrex,0,0,3,000.0,100
enersys,0,0,3,000.0,100
esterline,0,0,3,000.0,100
atkore,0,0,3,000.0,100
virtusa,0,0,3,000.0,100
secoo,0,1,2,33.333333333333336,100
seco,0,1,2,33.333333333333336,100
taco,2,0,4,33.333333333333336,100
relaunch,1,0,2,33.333333333333336,100
buck,1,0,2,33.333333333333336,100
menu,1,0,2,33.333333333333336,100
progreen,1,1,1,66.66666666666667,100
oshkosh,0,2,1,66.66666666666667,100
